,park_name,scientific_name,common_names,category,observations,genus,conservation_status
5124,Bryce National Park,Spergula arvensis,Corn Spurry,Vascular Plant,95,Spergula,
5125,Bryce National Park,Spergularia rubra,Purple Sandspurry,Vascular Plant,117,Spergularia,
5126,Bryce National Park,Spermophilus armatus,Uinta Ground Squirrel,Mammal,106,Spermophilus,
5127,Bryce National Park,Spermophilus lateralis,Golden-Mantled Ground Squirrel,Mammal,67,Spermophilus,
5128,Bryce National Park,Sphaeralcea coccinea,Copper Mallow,Vascular Plant,108,Sphaeralcea,
5129,Bryce National Park,Sphaeromeria cana,Gray Chickensage,Vascular Plant,109,Sphaeromeria,
5130,Bryce National Park,Sphagnum affine,Sphagnum,Nonvascular Plant,126,Sphagnum,
5131,Bryce National Park,Sphagnum capillifolium,Sphagnum,Nonvascular Plant,109,Sphagnum,
5132,Bryce National Park,Sphagnum compactum,Low Sphagnum,Nonvascular Plant,92,Sphagnum,
5133,Bryce National Park,Sphagnum cuspidatum,Toothed Sphagnum,Nonvascular Plant,84,Sphagnum,
5134,Bryce National Park,Sphagnum girgensohnii,Girgensohn's Sphagnum,Nonvascular Plant,103,Sphagnum,
5135,Bryce National Park,Sphagnum magellanicum,Magellan's Sphagnum,Nonvascular Plant,102,Sphagnum,
5136,Bryce National Park,Sphagnum molle,Sphagnum,Nonvascular Plant,70,Sphagnum,
5137,Bryce National Park,Sphagnum palustre,Prairie Sphagnum,Nonvascular Plant,80,Sphagnum,
5138,Bryce National Park,Sphagnum pylaesii,Pylaes' Sphagnum,Nonvascular Plant,95,Sphagnum,
5139,Bryce National Park,Sphagnum quinquefarium,Sphagnum,Nonvascular Plant,87,Sphagnum,
5140,Bryce National Park,Sphagnum squarrosum,Sphagnum,Nonvascular Plant,86,Sphagnum,
5141,Bryce National Park,Sphagnum subsecundum,Sphagnum,Nonvascular Plant,69,Sphagnum,
5142,Bryce National Park,Sphenopholis intermedia,Sphenopholis,Vascular Plant,65,Sphenopholis,
5143,Bryce National Park,Sphenopholis nitida,Shining Sphenopholis,Vascular Plant,94,Sphenopholis,
5144,Bryce National Park,Sphenopholis obtusata,Blunt Sphenopholis,Vascular Plant,119,Sphenopholis,
5145,Bryce National Park,Sphenopholis pensylvanica,Swamp Wedgescale,Vascular Plant,99,Sphenopholis,
5146,Bryce National Park,Sphenosciadium capitellatum,Button Parsley,Vascular Plant,130,Sphenosciadium,
5147,Bryce National Park,Sphyrapicus nuchalis,Red-Naped Sapsucker,Bird,87,Sphyrapicus,
5148,Bryce National Park,Sphyrapicus ruber,Red-Breasted Sapsucker,Bird,118,Sphyrapicus,
5149,Bryce National Park,Sphyrapicus thyroideus,Williamson's Sapsucker,Bird,128,Sphyrapicus,
5150,Bryce National Park,Sphyrapicus varius,Yellow-Bellied Sapsucker,Bird,105,Sphyrapicus,
5151,Bryce National Park,Spigelia marilandica,Indian Pink,Vascular Plant,115,Spigelia,
5152,Bryce National Park,Spilogale gracilis,Western Spotted Skunk,Mammal,135,Spilogale,
5153,Bryce National Park,Spilogale putorius,Eastern Spotted Skunk,Mammal,188,Spilogale,
5154,Bryce National Park,Spilogale putorius,Spotted Skunk,Mammal,188,Spilogale,
5155,Bryce National Park,Spinus lawrencei,Lawrence's Goldfinch,Bird,111,Spinus,
5156,Bryce National Park,Spinus pinus,Pine Siskin,Bird,127,Spinus,
5157,Bryce National Park,Spinus psaltria,Lesser Goldfinch,Bird,97,Spinus,
5158,Bryce National Park,Spinus tristis,American Goldfinch,Bird,113,Spinus,
5159,Bryce National Park,Spiraea betulifolia var. lucida,Shinyleaf Spirea,Vascular Plant,118,Spiraea,
5160,Bryce National Park,Spiraea japonica,Japanese Spiraea,Vascular Plant,94,Spiraea,
5161,Bryce National Park,Spiraea prunifolia,Bridal-Wreath,Vascular Plant,105,Spiraea,
5162,Bryce National Park,Spiraea splendens,Rose Meadowsweet,Vascular Plant,98,Spiraea,
5163,Bryce National Park,Spiraea tomentosa,Steeplebush,Vascular Plant,67,Spiraea,
5164,Bryce National Park,Spiraea vanhouttei,Van-Houtte's Spiraea,Vascular Plant,108,Spiraea,
5165,Bryce National Park,Spiraea virginiana,Virginia Spiraea,Vascular Plant,57,Spiraea,
5166,Bryce National Park,Spiranthes cernua,Nodding Ladies'-Tresses,Vascular Plant,92,Spiranthes,
5167,Bryce National Park,Spiranthes lacera var. gracilis,Slender Lady's Tresses,Vascular Plant,58,Spiranthes,
5168,Bryce National Park,Spiranthes ochroleuca,Yellow Nodding Ladies'-Tresses,Vascular Plant,63,Spiranthes,
5169,Bryce National Park,Spiranthes ovalis,Lesser Ladies'-Tresses,Vascular Plant,104,Spiranthes,
5170,Bryce National Park,Spiranthes porrifolia,Creamy Ladies'-Tresses,Vascular Plant,91,Spiranthes,
5171,Bryce National Park,Spiranthes romanzoffiana,Hooded Ladiestresses,Vascular Plant,105,Spiranthes,
5172,Bryce National Park,Spiranthes tuberosa,Little Ladies'-Tresses,Vascular Plant,114,Spiranthes,
5173,Bryce National Park,Spiranthes vernalis,Early Lady's Tresses,Vascular Plant,106,Spiranthes,
5174,Bryce National Park,Spiza americana,Dickcissel,Bird,95,Spiza,
5175,Bryce National Park,Spizella arborea,American Tree Sparrow,Bird,78,Spizella,
5176,Bryce National Park,Spizella atrogularis,Black-Chinned Sparrow,Bird,78,Spizella,
5177,Bryce National Park,Spizella breweri,Brewer's Sparrow,Bird,105,Spizella,
5178,Bryce National Park,Spizella pallida,Clay-Colored Sparrow,Bird,135,Spizella,
5179,Bryce National Park,Spizella passerina,Chipping Sparrow,Bird,128,Spizella,
5180,Bryce National Park,Spizella pusilla,Field Sparrow,Bird,92,Spizella,
5181,Bryce National Park,Sporobolus airoides,Alkali Sacaton,Vascular Plant,123,Sporobolus,Species of Concern
5182,Bryce National Park,Sporobolus clandestinus,Rough Dropseed,Vascular Plant,103,Sporobolus,
5183,Bryce National Park,Sporobolus compositus var. compositus,Dropseed,Vascular Plant,65,Sporobolus,
5184,Bryce National Park,Sporobolus cryptandrus,Sand Dropseed,Vascular Plant,117,Sporobolus,
5185,Bryce National Park,Sporobolus indicus,Smutgrass,Vascular Plant,109,Sporobolus,
5186,Bryce National Park,Sporobolus indicus var. indicus,Smut Grass,Vascular Plant,70,Sporobolus,
5187,Bryce National Park,Sporobolus vaginiflorus var. ozarkanus,Ozark Dropseed,Vascular Plant,119,Sporobolus,
5188,Bryce National Park,Stachys albens,White Hedgenettle,Vascular Plant,61,Stachys,
5189,Bryce National Park,Stachys clingmanii,Clingman Hedge-Nettle,Vascular Plant,52,Stachys,
5190,Bryce National Park,Stachys latidens,Broadtooth Hedgenettle,Vascular Plant,58,Stachys,
5191,Bryce National Park,Stachys nuttallii,Hairy Hedge-Nettle,Vascular Plant,101,Stachys,
5192,Bryce National Park,Stachys tenuifolia,Slender Betony,Vascular Plant,79,Stachys,
5193,Bryce National Park,Stachys tenuifolia var. latidens,Rough Hedge-Nettle,Vascular Plant,143,Stachys,
5194,Bryce National Park,Staphylea bolanderi,Sierra Bladdernut,Vascular Plant,89,Staphylea,
5195,Bryce National Park,Staphylea trifolia,American Bladdernut,Vascular Plant,53,Staphylea,
5196,Bryce National Park,Steerecleus serrulatus,Steerecleus Moss,Nonvascular Plant,120,Steerecleus,
5197,Bryce National Park,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Bird,107,Stelgidopteryx,
5198,Bryce National Park,Stellaria alsine,Chickweed,Vascular Plant,90,Stellaria,
5199,Bryce National Park,Stellaria borealis ssp. sitchana,Sitka Starwort,Vascular Plant,79,Stellaria,
5200,Bryce National Park,Stellaria calycantha,Northern Chickweed,Vascular Plant,100,Stellaria,
5201,Bryce National Park,Stellaria corei,Core's Starwort,Vascular Plant,117,Stellaria,
5202,Bryce National Park,Stellaria crassifolia,Fleshy Starwort,Vascular Plant,127,Stellaria,
5203,Bryce National Park,Stellaria crispa,Crisp Starwort,Vascular Plant,69,Stellaria,
5204,Bryce National Park,Stellaria graminea,Grasslike Starwort,Vascular Plant,113,Stellaria,
5205,Bryce National Park,Stellaria longifolia,Longleaf Chickweed,Vascular Plant,199,Stellaria,
5206,Bryce National Park,Stellaria longifolia,Longleaf Stitchwort,Vascular Plant,199,Stellaria,
5207,Bryce National Park,Stellaria longipes var. longipes,Chickweed,Vascular Plant,75,Stellaria,
5208,Bryce National Park,Stellaria media,Chickweed,Vascular Plant,200,Stellaria,
5209,Bryce National Park,Stellaria media,Common Chickweed,Vascular Plant,200,Stellaria,
5210,Bryce National Park,Stellaria nitens,Shiny Chickweed,Vascular Plant,85,Stellaria,
5211,Bryce National Park,Stellaria obtusa,Rocky Mountain Chickweed,Vascular Plant,104,Stellaria,
5212,Bryce National Park,Stellaria pubera,Giant Chickweed,Vascular Plant,115,Stellaria,
5213,Bryce National Park,Stellaria umbellata,Umbellate Chickweed,Vascular Plant,59,Stellaria,
5214,Bryce National Park,Stellula calliope,Calliope Hummingbird,Bird,104,Stellula,
5215,Bryce National Park,Stenanthium gramineum,Eastern Featherbells,Vascular Plant,94,Stenanthium,
5216,Bryce National Park,Stenotus acaulis,Stemless Goldenweed,Vascular Plant,96,Stenotus,
5217,Bryce National Park,Stephanomeria lactucina,Creeping Wirelettuce,Vascular Plant,90,Stephanomeria,
5218,Bryce National Park,Stephanomeria runcinata,Desert Wirelettuce,Vascular Plant,91,Stephanomeria,
5219,Bryce National Park,Stephanomeria tenuifolia,Lesser Wirelettuce,Vascular Plant,72,Stephanomeria,
5220,Bryce National Park,Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,Vascular Plant,123,Stephanomeria,
5221,Bryce National Park,Stercorarius parasiticus,Parasitic Jaeger,Bird,95,Stercorarius,
5222,Bryce National Park,Sterna caspia,Caspian Tern,Bird,85,Sterna,
5223,Bryce National Park,Sterna forsteri,Forster's Tern,Bird,96,Sterna,
5224,Bryce National Park,Sterna fuscata,Sooty Tern,Bird,105,Sterna,
5225,Bryce National Park,Sterna hirundo,Common Tern,Bird,109,Sterna,
5226,Bryce National Park,Sterna paradisaea,Arctic Tern,Bird,67,Sterna,
5227,Bryce National Park,Sternotherus minor peltifer,Stripeneck Musk Turtle,Reptile,155,Sternotherus,
5228,Bryce National Park,Sternotherus odoratus,Common Musk Turtle,Reptile,84,Sternotherus,
5229,Bryce National Park,Stewartia ovata,Mountain Camellia,Vascular Plant,101,Stewartia,
5230,Bryce National Park,Stizostedion canadense,Sauger,Fish,76,Stizostedion,
5231,Bryce National Park,Stizostedion vitreum,Walleye,Fish,98,Stizostedion,
5232,Bryce National Park,Storeria dekayi dekayi,Northern Brown Snake,Reptile,120,Storeria,
5233,Bryce National Park,Storeria dekayi wrightorum,Midland Brown Snake,Reptile,105,Storeria,
5234,Bryce National Park,Storeria occipitomaculata occipitomaculata,Northern Redbelly Snake,Reptile,88,Storeria,
5235,Bryce National Park,Streptanthus diversifolius,Variableleaf Jewelflower,Vascular Plant,108,Streptanthus,
5236,Bryce National Park,Streptanthus tortuosus,Mountain Twistflower,Vascular Plant,120,Streptanthus,
5237,Bryce National Park,Streptanthus tortuosus var. orbiculatus,Shieldplant,Vascular Plant,134,Streptanthus,
5238,Bryce National Park,Streptanthus tortuosus var. tortuosus,Shieldplant,Vascular Plant,97,Streptanthus,
5239,Bryce National Park,Streptopelia decaocto,Eurasian Collared Dove,Bird,301,Streptopelia,
5240,Bryce National Park,Streptopelia decaocto,Eurasian Collared Dove,Bird,301,Streptopelia,
5241,Bryce National Park,Streptopelia decaocto,Eurasian Collared-Dove,Bird,301,Streptopelia,
5242,Bryce National Park,Streptopus amplexifolius,Clasping Twistedstalk,Vascular Plant,95,Streptopus,
5243,Bryce National Park,Streptopus amplexifolius var. amplexifolius,American Twistedstalk,Vascular Plant,95,Streptopus,
5244,Bryce National Park,Streptopus lanceolatus var. lanceolatus,Twistedstalk,Vascular Plant,124,Streptopus,
5245,Bryce National Park,Streptopus lanceolatus var. roseus,Twistedstalk,Vascular Plant,99,Streptopus,
5246,Bryce National Park,Streptopus roseus,Rose Twisted-Stalk,Vascular Plant,144,Streptopus,
5247,Bryce National Park,Strix nebulosa,Great Gray Owl,Bird,251,Strix,
5248,Bryce National Park,Strix nebulosa,Great Gray Owl,Bird,251,Strix,
5249,Bryce National Park,Strix occidentalis,Spotted Owl,Bird,88,Strix,
5250,Bryce National Park,Strix varia,Barred Owl,Bird,102,Strix,
5251,Bryce National Park,Strophostyles helvula,Trailing Fuzzybean,Vascular Plant,86,Strophostyles,
5252,Bryce National Park,Strophostyles umbellata,Pink Wild-Bean,Vascular Plant,107,Strophostyles,
5253,Bryce National Park,Stuckenia filiformis ssp. alpinus,Fineleaf Pondweed,Vascular Plant,98,Stuckenia,
5254,Bryce National Park,Stuckenia filiformis ssp. occidentalis,Slender Pondweed,Vascular Plant,104,Stuckenia,
5255,Bryce National Park,Stuckenia vaginata,Sheathed Pondweed,Vascular Plant,104,Stuckenia,
5256,Bryce National Park,Sturnella magna,Eastern Meadowlark,Bird,85,Sturnella,
5257,Bryce National Park,Sturnella neglecta,Western Meadowlark,Bird,97,Sturnella,
5258,Bryce National Park,Sturnus vulgaris,Common Starling,Bird,173,Sturnus,
5259,Bryce National Park,Sturnus vulgaris,European Starling,Bird,173,Sturnus,
5260,Bryce National Park,Stylophorum diphyllum,Celandine Poppy,Vascular Plant,113,Stylophorum,
5261,Bryce National Park,Stylosanthes biflora,Pencil Flower,Vascular Plant,84,Stylosanthes,
5262,Bryce National Park,Styrax grandifolius,Bigleaf Snowbell,Vascular Plant,79,Styrax,
5263,Bryce National Park,Suaeda calceoliformis,Paiuteweed,Vascular Plant,57,Suaeda,
5264,Bryce National Park,Subularia aquatica,American Awlwort,Vascular Plant,103,Subularia,
5265,Bryce National Park,Subularia aquatica var. americana,American Awlwort,Vascular Plant,86,Subularia,
5266,Bryce National Park,Sus scrofa,Feral Hog,Mammal,240,Sus,
5267,Bryce National Park,Sus scrofa,Pig,Mammal,240,Sus,
5268,Bryce National Park,Swertia perennis,Alpinebog Swertia,Vascular Plant,121,Swertia,
5269,Bryce National Park,Sylvilagus audubonii,Desert Cottontail,Mammal,69,Sylvilagus,
5270,Bryce National Park,Sylvilagus bachmani,Brush Rabbit,Mammal,118,Sylvilagus,
5271,Bryce National Park,Sylvilagus floridanus,Eastern Cottontail,Mammal,114,Sylvilagus,
5272,Bryce National Park,Sylvilagus nuttallii,Mountain Cottontail,Mammal,120,Sylvilagus,
5273,Bryce National Park,Sylvilagus obscurus,Appalachian Cottontail,Mammal,82,Sylvilagus,
5274,Bryce National Park,Sylvilagus transitionalis,New England Cottontail,Mammal,107,Sylvilagus,
5275,Bryce National Park,Symphoricarpos albus var. laevigatus,Common Snowberry,Vascular Plant,90,Symphoricarpos,
5276,Bryce National Park,Symphoricarpos mollis,Creeping Snowberry,Vascular Plant,103,Symphoricarpos,
5277,Bryce National Park,Symphoricarpos occidentalis,Western Snowberry,Vascular Plant,104,Symphoricarpos,
5278,Bryce National Park,Symphoricarpos orbiculatus,Coralberry,Vascular Plant,107,Symphoricarpos,
5279,Bryce National Park,Symphoricarpos oreophilus var. utahensis,Utah Snowberry,Vascular Plant,117,Symphoricarpos,
5280,Bryce National Park,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,Vascular Plant,104,Symphoricarpos,
5281,Bryce National Park,Symphyotrichum ascendens,Western Aster,Vascular Plant,101,Symphyotrichum,
5282,Bryce National Park,Symphyotrichum boreale,Northern Bog Aster,Vascular Plant,66,Symphyotrichum,
5283,Bryce National Park,Symphyotrichum campestre,Western Meadow Aster,Vascular Plant,106,Symphyotrichum,
5284,Bryce National Park,Symphyotrichum ciliatum,Rayless Alkali Aster,Vascular Plant,137,Symphyotrichum,
5285,Bryce National Park,Symphyotrichum concolor,Eastern Silver Aster,Vascular Plant,95,Symphyotrichum,Species of Concern
5286,Bryce National Park,Symphyotrichum cordifolium,Common Blue Wood Aster,Vascular Plant,95,Symphyotrichum,
5287,Bryce National Park,Symphyotrichum divaricatum,Southern Annual Saltmarsh Aster,Vascular Plant,94,Symphyotrichum,
5288,Bryce National Park,Symphyotrichum dumosum var. dumosum,Rice Button Aster,Vascular Plant,93,Symphyotrichum,
5289,Bryce National Park,Symphyotrichum eatonii,Eaton's Aster,Vascular Plant,104,Symphyotrichum,
5290,Bryce National Park,Symphyotrichum falcatum var. commutatum,White Prairie Aster,Vascular Plant,96,Symphyotrichum,
5291,Bryce National Park,Symphyotrichum foliaceum var. apricum,Alpine Leafybract Aster,Vascular Plant,108,Symphyotrichum,
5292,Bryce National Park,Symphyotrichum foliaceum var. canbyi,Canby's Aster,Vascular Plant,104,Symphyotrichum,
5293,Bryce National Park,Symphyotrichum foliaceum var. parryi,Parry's Aster,Vascular Plant,120,Symphyotrichum,
5294,Bryce National Park,Symphyotrichum frondosum,Short-Rayed Alkali Aster,Vascular Plant,101,Symphyotrichum,
5295,Bryce National Park,Symphyotrichum laeve var. laeve,Smooth Blue Aster,Vascular Plant,77,Symphyotrichum,
5296,Bryce National Park,Symphyotrichum lanceolatum var. hesperium,White Panicle Aster,Vascular Plant,113,Symphyotrichum,
5297,Bryce National Park,Symphyotrichum lateriflorum var. lateriflorum,Calico Aster,Vascular Plant,81,Symphyotrichum,
5298,Bryce National Park,Symphyotrichum lowrieanum,Lowrie's Blue Wood Aster,Vascular Plant,107,Symphyotrichum,
5299,Bryce National Park,Symphyotrichum novae-angliae,New England Aster,Vascular Plant,131,Symphyotrichum,
5300,Bryce National Park,Symphyotrichum oblongifolium,Aromatic Aster,Vascular Plant,94,Symphyotrichum,
5301,Bryce National Park,Symphyotrichum patens var. patens,Late Purple Aster,Vascular Plant,95,Symphyotrichum,
5302,Bryce National Park,Symphyotrichum phlogifolium,Thinleaf Late Purple Aster,Vascular Plant,84,Symphyotrichum,Species of Concern
5303,Bryce National Park,Symphyotrichum pilosum var. pilosum,Hairy White Oldfield Aster,Vascular Plant,61,Symphyotrichum,
5304,Bryce National Park,Symphyotrichum prenanthoides,Crookedstem Aster,Vascular Plant,133,Symphyotrichum,
5305,Bryce National Park,Symphyotrichum puniceum var. puniceum,Purplestem Aster,Vascular Plant,90,Symphyotrichum,
5306,Bryce National Park,Symphyotrichum retroflexum,Rigid Whitetop Aster,Vascular Plant,87,Symphyotrichum,
5307,Bryce National Park,Symphyotrichum shortii,Short's Aster,Vascular Plant,118,Symphyotrichum,
5308,Bryce National Park,Symphyotrichum spathulatum,Western Mountain Aster,Vascular Plant,110,Symphyotrichum,
5309,Bryce National Park,Symphyotrichum undulatum,Wavyleaf Aster,Vascular Plant,59,Symphyotrichum,
5310,Bryce National Park,Symphyotrichum urophyllum,White Arrowleaf Aster,Vascular Plant,95,Symphyotrichum,
5311,Bryce National Park,Symplocos tinctoria,Horse-Sugar,Vascular Plant,93,Symplocos,
5312,Bryce National Park,Synandra hispidula,Gyandotte Beauty,Vascular Plant,96,Synandra,
5313,Bryce National Park,Synaptomys cooperi,Southern Bog Lemming,Mammal,77,Synaptomys,
5314,Bryce National Park,Synaptomys cooperi stonei,Stone's Southern Bog Lemming,Mammal,121,Synaptomys,
5315,Bryce National Park,Syringa vulgaris,Common Lilac,Vascular Plant,141,Syringa,
5316,Bryce National Park,Tachycineta bicolor,Tree Swallow,Bird,101,Tachycineta,
5317,Bryce National Park,Tachycineta thalassina,Violet-Green Swallow,Bird,89,Tachycineta,
